Site,Event Month,O&O Ad Views
Crackle iPhone/iPod App - Canada,Aug-17,"33,342"
Crackle iPhone/iPod App - Canada,Sep-17,"32,758"
Crackle iPhone/iPod App - Canada,Oct-17,74
Crackle iPhone/iPod App - Canada,Aug-17,"1,165"
Crackle iPhone/iPod App - Canada,Sep-17,771
Crackle iPhone/iPod App - Canada,Jan-17,"97,058"
Crackle iPhone/iPod App - Canada,Oct-17,"47,449"
Crackle iPhone/iPod App - Canada,Nov-17,"50,736"
Crackle iPhone/iPod App - Canada,Dec-17,"83,445"
Crackle iPhone/iPod App - Canada,Feb-17,"77,404"
Crackle iPhone/iPod App - Canada,Mar-17,"98,284"
Crackle iPhone/iPod App - Canada,Apr-17,"72,572"
Crackle iPhone/iPod App - Canada,May-17,"78,968"
Crackle iPhone/iPod App - Canada,Jun-17,"84,543"
Crackle iPhone/iPod App - Canada,Jul-17,"78,473"
Crackle iPhone/iPod App - Canada,Aug-17,"70,243"
Crackle iPhone/iPod App - Canada,Sep-17,"51,599"
Crackle iPhone/iPod App - Canada,Jan-17,856
Crackle iPhone/iPod App - Canada,Feb-17,621
Crackle iPhone/iPod App - Canada,Mar-17,641
Crackle iPhone/iPod App - Canada,Apr-17,776
Crackle iPhone/iPod App - Canada,May-17,876
Crackle iPhone/iPod App - Canada,Jun-17,399
Crackle iPhone/iPod App - Canada,Jul-17,"1,063"
Crackle iPhone/iPod App - Canada,Aug-17,895
Crackle iPhone/iPod App - Canada,Sep-17,116
Crackle iPhone/iPod App - Canada,Jan-17,"1,768"
Crackle iPhone/iPod App - Canada,Feb-17,"1,106"
Crackle iPhone/iPod App - Canada,Mar-17,"1,185"
Crackle iPhone/iPod App - Canada,Apr-17,"1,208"
Crackle iPhone/iPod App - Canada,May-17,"1,912"
Crackle iPhone/iPod App - Canada,Jun-17,"1,326"
Crackle iPhone/iPod App - Canada,Jul-17,"1,429"
Crackle iPhone/iPod App - Canada,Aug-17,"1,999"
Crackle iPhone/iPod App - Canada,Sep-17,261
Crackle iPhone/iPod App - Canada,Aug-17,15
Crackle iPhone/iPod App - Canada,Sep-17,1
Crackle iPhone/iPod App - Australia,Nov-17,6
Crackle iPhone/iPod App - Australia,Dec-17,2
Crackle iPhone/iPod App - Australia,Oct-17,"4,348"
Crackle iPhone/iPod App - Australia,Nov-17,"4,186"
Crackle iPhone/iPod App - Australia,Dec-17,215
Crackle iPhone/iPod App - Australia,Mar-17,"2,866"
Crackle iPhone/iPod App - Australia,Apr-17,"11,781"
Crackle iPhone/iPod App - Australia,May-17,"14,003"
Crackle iPhone/iPod App - Australia,Jun-17,"6,268"
Crackle iPhone/iPod App - Australia,Jul-17,"6,087"
Crackle iPhone/iPod App - Australia,Aug-17,"4,272"
Crackle iPhone/iPod App - Australia,Sep-17,"3,103"
Crackle iPhone/iPod App - Australia,Oct-17,222
Crackle iPhone/iPod App - Australia,Nov-17,340
Crackle iPhone/iPod App - Australia,Dec-17,26
Crackle iPhone/iPod App - Australia,Mar-17,129
Crackle iPhone/iPod App - Australia,Apr-17,513
Crackle iPhone/iPod App - Australia,May-17,"1,026"
Crackle iPhone/iPod App - Australia,Jun-17,"1,087"
Crackle iPhone/iPod App - Australia,Jul-17,"1,100"
Crackle iPhone/iPod App - Australia,Aug-17,690
Crackle iPhone/iPod App - Australia,Sep-17,309
Crackle iPhone/iPod App - Australia,Jan-17,"50,160"
Crackle iPhone/iPod App - Australia,Oct-17,"11,176"
Crackle iPhone/iPod App - Australia,Nov-17,"7,558"
Crackle iPhone/iPod App - Australia,Dec-17,660
Crackle iPhone/iPod App - Australia,Feb-17,"20,544"
Crackle iPhone/iPod App - Australia,Mar-17,"30,481"
Crackle iPhone/iPod App - Australia,Apr-17,"27,402"
Crackle iPhone/iPod App - Australia,May-17,"28,362"
Crackle iPhone/iPod App - Australia,Jun-17,"11,664"
Crackle iPhone/iPod App - Australia,Jul-17,"13,215"
Crackle iPhone/iPod App - Australia,Aug-17,"8,782"
Crackle iPhone/iPod App - Australia,Sep-17,"5,634"
Crackle iPhone/iPod App - Australia,Jan-17,"5,000"
Crackle iPhone/iPod App - Australia,Oct-17,854
Crackle iPhone/iPod App - Australia,Nov-17,715
Crackle iPhone/iPod App - Australia,Dec-17,14
Crackle iPhone/iPod App - Australia,Feb-17,"1,217"
Crackle iPhone/iPod App - Australia,Mar-17,"3,153"
Crackle iPhone/iPod App - Australia,Apr-17,"2,722"
Crackle iPhone/iPod App - Australia,May-17,"3,640"
Crackle iPhone/iPod App - Australia,Jun-17,"2,413"
Crackle iPhone/iPod App - Australia,Jul-17,"3,515"
Crackle iPhone/iPod App - Australia,Aug-17,"1,945"
Crackle iPhone/iPod App - Australia,Sep-17,769
Crackle iPhone/iPod App - Australia,Jan-17,462
Crackle iPhone/iPod App - Australia,Feb-17,232
Crackle iPhone/iPod App - Australia,Mar-17,280
Crackle iPhone/iPod App - Australia,Apr-17,271
Crackle iPhone/iPod App - Australia,May-17,461
Crackle iPhone/iPod App - Australia,Jun-17,167
Crackle iPhone/iPod App - Australia,Jul-17,136
Crackle iPhone/iPod App - Australia,Aug-17,72
Crackle iPhone/iPod App - Australia,Sep-17,43
Crackle iPhone/iPod App - Australia,Jan-17,10
Crackle iPhone/iPod App - Australia,Feb-17,111
Crackle iPhone/iPod App - Australia,Mar-17,7
Crackle iPhone/iPod App - Australia,Apr-17,57
Crackle iPhone/iPod App - Australia,May-17,41
Crackle iPhone/iPod App - Australia,Jun-17,12
Crackle iPhone/iPod App - Australia,Jul-17,115
Crackle iPhone/iPod App - Australia,Aug-17,8
Crackle iPhone/iPod App - Australia,Sep-17,3
Crackle iPad App - US,Nov-17,6
Crackle iPad App - US,Dec-17,44
Crackle iPad App - US,Nov-17,4
Crackle iPad App - US,Dec-17,50
Crackle iPad App - US,Dec-17,158
Crackle iPad App - US,Nov-17,"1,018"
Crackle iPad App - US,Dec-17,745
Crackle iPad App - US,Nov-17,877
Crackle iPad App - US,Dec-17,481
Crackle iPad App - US,Nov-17,4
Crackle iPad App - US,Dec-17,5
Crackle iPad App - US,Nov-17,26
Crackle iPad App - US,Nov-17,2
Crackle iPad App - US,Dec-17,2
Crackle iPad App - US,Nov-17,6
Crackle iPad App - US,Nov-17,5
Crackle iPad App - US,Nov-17,2
Crackle iPad App - US,Nov-17,0
Crackle iPad App - US,Nov-17,6
Crackle iPad App - US,Nov-17,22
Crackle iPad App - US,Nov-17,43
Crackle iPad App - US,Dec-17,5
Crackle iPad App - US,Nov-17,40
Crackle iPad App - US,Mar-17,38
Crackle iPad App - US,Jun-17,2
Crackle iPad App - US,Aug-17,362
Crackle iPad App - US,Oct-17,"291,189"
Crackle iPad App - US,Nov-17,"227,238"
Crackle iPad App - US,Dec-17,"207,378"
Crackle iPad App - US,Mar-17,"64,554"
Crackle iPad App - US,Apr-17,"179,083"
Crackle iPad App - US,May-17,"175,009"
Crackle iPad App - US,Jun-17,"168,134"
Crackle iPad App - US,Jul-17,"199,583"
Crackle iPad App - US,Aug-17,"269,470"
Crackle iPad App - US,Sep-17,"291,815"
Crackle iPad App - US,Oct-17,"202,730"
Crackle iPad App - US,Nov-17,"286,202"
Crackle iPad App - US,Dec-17,"348,436"
Crackle iPad App - US,Mar-17,"53,969"
Crackle iPad App - US,Apr-17,"186,249"
Crackle iPad App - US,May-17,"214,588"
Crackle iPad App - US,Jun-17,"236,372"
Crackle iPad App - US,Jul-17,"224,967"
Crackle iPad App - US,Aug-17,"256,265"
Crackle iPad App - US,Sep-17,"291,202"
Crackle iPad App - US,Aug-17,208
Crackle iPad App - US,Jan-17,"1,068,931"
Crackle iPad App - US,Oct-17,"934,319"
Crackle iPad App - US,Nov-17,"576,269"
Crackle iPad App - US,Dec-17,"526,759"
Crackle iPad App - US,Feb-17,"894,561"
Crackle iPad App - US,Mar-17,"973,543"
Crackle iPad App - US,Apr-17,"779,784"
Crackle iPad App - US,May-17,"839,265"
Crackle iPad App - US,Jun-17,"808,825"
Crackle iPad App - US,Jul-17,"784,651"
Crackle iPad App - US,Aug-17,"986,240"
Crackle iPad App - US,Sep-17,"1,063,994"
Crackle iPad App - US,Mar-17,4
Crackle iPad App - US,Aug-17,649
Crackle iPad App - US,Jan-17,"1,471,396"
Crackle iPad App - US,Oct-17,"760,338"
Crackle iPad App - US,Nov-17,"894,578"
Crackle iPad App - US,Dec-17,"946,081"
Crackle iPad App - US,Feb-17,"1,343,610"
Crackle iPad App - US,Mar-17,"1,340,962"
Crackle iPad App - US,Apr-17,"990,481"
Crackle iPad App - US,May-17,"1,036,580"
Crackle iPad App - US,Jun-17,"1,124,610"
Crackle iPad App - US,Jul-17,"1,033,461"
Crackle iPad App - US,Aug-17,"1,141,377"
Crackle iPad App - US,Sep-17,"1,330,585"
Crackle iPad App - US,Jan-17,318
Crackle iPad App - US,Feb-17,99
Crackle iPad App - US,Mar-17,337
Crackle iPad App - US,Apr-17,289
Crackle iPad App - US,May-17,32
Crackle iPad App - US,Jun-17,125
Crackle iPad App - US,Jul-17,13
Crackle iPad App - US,Aug-17,15
Crackle iPad App - US,Jan-17,"32,700"
Crackle iPad App - US,Feb-17,"26,848"
Crackle iPad App - US,Mar-17,"29,290"
Crackle iPad App - US,Apr-17,"26,332"
Crackle iPad App - US,May-17,"20,706"
Crackle iPad App - US,Jun-17,"20,121"
Crackle iPad App - US,Jul-17,"19,278"
Crackle iPad App - US,Aug-17,"21,780"
Crackle iPad App - US,Sep-17,"4,640"
Crackle iPad App - US,Jan-17,"47,523"
Crackle iPad App - US,Feb-17,"40,401"
Crackle iPad App - US,Mar-17,"44,404"
Crackle iPad App - US,Apr-17,"37,443"
Crackle iPad App - US,May-17,"35,016"
Crackle iPad App - US,Jun-17,"31,359"
Crackle iPad App - US,Jul-17,"31,809"
Crackle iPad App - US,Aug-17,"33,421"
Crackle iPad App - US,Sep-17,"7,813"
Crackle iPad App - US,Jan-17,42
Crackle iPad App - US,Feb-17,1
Crackle iPad App - US,Mar-17,26
Crackle iPad App - US,May-17,11
Crackle iPad App - US,Jun-17,2
Crackle iPad App - US,Jul-17,1
Crackle iPad App - US,Aug-17,3
Crackle iPad App - US,Jan-17,"10,908"
Crackle iPad App - US,Oct-17,50
Crackle iPad App - US,Nov-17,567
Crackle iPad App - US,Feb-17,"6,132"
Crackle iPad App - US,Mar-17,"8,779"
Crackle iPad App - US,Apr-17,"4,300"
Crackle iPad App - US,May-17,"4,779"
Crackle iPad App - US,Jun-17,"4,489"
Crackle iPad App - US,Jul-17,"3,622"
Crackle iPad App - US,Aug-17,"5,320"
Crackle iPad App - US,Sep-17,864
Crackle iPad App - US,Jan-17,19
Crackle iPad App - US,Feb-17,78
Crackle iPad App - US,Mar-17,4
Crackle iPad App - US,Apr-17,30
Crackle iPad App - US,May-17,1
Crackle iPad App - US,Jun-17,9
Crackle iPad App - US,Jul-17,3
Crackle iPad App - US,Jan-17,129
Crackle iPad App - US,Feb-17,377
Crackle iPad App - US,Mar-17,30
Crackle iPad App - US,Apr-17,231
Crackle iPad App - US,May-17,450
Crackle iPad App - US,Jun-17,126
Crackle iPad App - US,Jul-17,137
Crackle iPad App - US,Aug-17,283
Crackle iPad App - US,Sep-17,1
Crackle iPad App - Canada,Dec-17,9
Crackle iPad App - Canada,Nov-17,2
Crackle iPad App - Canada,Dec-17,62
Crackle iPad App - Canada,Nov-17,180
Crackle iPad App - Canada,Dec-17,867
Crackle iPad App - Canada,Aug-17,24
Crackle iPad App - Canada,Sep-17,16
Crackle iPad App - Canada,Oct-17,"14,388"
Crackle iPad App - Canada,Nov-17,"20,059"
Crackle iPad App - Canada,Dec-17,"26,979"
Crackle iPad App - Canada,Mar-17,"5,582"
Crackle iPad App - Canada,Apr-17,"21,298"
Crackle iPad App - Canada,May-17,"17,250"
Crackle iPad App - Canada,Jun-17,"20,173"
Crackle iPad App - Canada,Jul-17,"22,503"
Crackle iPad App - Canada,Aug-17,"20,374"
Crackle iPad App - Canada,Sep-17,"15,022"
Crackle iPad App - Canada,Oct-17,"19,613"
Crackle iPad App - Canada,Nov-17,"32,778"
Crackle iPad App - Canada,Dec-17,"46,542"
Crackle iPad App - Canada,Mar-17,"5,497"
Crackle iPad App - Canada,Apr-17,"19,848"
Crackle iPad App - Canada,May-17,"24,459"
Crackle iPad App - Canada,Jun-17,"28,413"
Crackle iPad App - Canada,Jul-17,"29,714"
Crackle iPad App - Canada,Aug-17,"27,522"
Crackle iPad App - Canada,Sep-17,"20,842"
Crackle iPad App - Canada,Jan-17,"101,885"
Crackle iPad App - Canada,Oct-17,"50,651"
Crackle iPad App - Canada,Nov-17,"54,356"
Crackle iPad App - Canada,Dec-17,"80,253"
Crackle iPad App - Canada,Feb-17,"86,492"
Crackle iPad App - Canada,Mar-17,"77,000"
Crackle iPad App - Canada,Apr-17,"72,606"
